StudentID,English_Language,Mathematics,Biology,Chemistry,Physics,Economics,Government,Literature,Geography,Computer_Studies,Technical_Drawing,Further_Mathematics,Agricultural_Science,Study_Habits,Analytical_Thinking,Creative_Thinking,Communication_Skills,Practical_Skills,Science_Club,Debate_Club,Learning_Style,Gender,Career_Path
STU4307,100,76,69,49,73,54,60,85,69,64,58,79,60,6,4,7,8,5,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4308,90,55,86,63,70,70,72,91,68,73,58,75,81,3,6,6,10,5,0,0,Naturalistic,Male,Education
STU4309,80,81,83,99,87,61,59,63,73,58,59,89,91,3,7,5,5,3,0,0,Naturalistic,Female,Natural_Sciences
STU4310,76,70,91,53,52,50,90,86,52,84,69,49,52,8,8,5,7,4,0,1,Visual-Spatial,Male,Law
STU4311,65,88,95,79,78,59,53,69,72,77,51,78,51,8,8,6,6,8,0,0,Naturalistic,Female,Medicine
STU4312,67,81,68,79,76,71,59,74,75,71,88,59,78,3,5,7,3,7,1,0,Logical-Mathematical,Female,Technical_Vocational
STU4313,60,91,72,100,94,57,72,73,86,85,77,80,76,9,7,7,3,10,1,0,Visual-Spatial,Female,Engineering
STU4314,91,93,91,84,85,64,64,58,80,52,65,94,91,8,7,7,7,3,1,0,Naturalistic,Male,Natural_Sciences
STU4315,63,84,55,71,70,65,54,65,75,71,91,60,87,4,5,7,7,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4316,69,81,73,83,87,58,79,56,69,88,85,85,71,7,10,8,3,9,0,0,Visual-Spatial,Male,Engineering
STU4317,82,67,42,54,61,66,81,93,54,50,40,42,68,10,9,7,7,7,0,1,Verbal-Linguistic,Male,Law
STU4318,76,83,75,57,97,73,41,57,59,86,61,93,77,7,9,9,6,3,0,0,Logical-Mathematical,Female,Computer_Science
STU4319,81,65,72,42,63,76,76,47,72,80,68,53,66,8,8,3,9,8,0,0,Interpersonal,Male,Business
STU4320,98,76,65,70,55,60,59,90,75,58,72,38,70,9,6,7,3,8,1,1,Visual-Spatial,Female,Arts_Humanities
STU4321,83,75,73,68,58,94,95,65,76,63,60,60,49,5,8,7,9,5,0,1,Intrapersonal,Male,Social_Sciences
STU4322,63,68,72,75,72,75,55,65,90,82,88,82,90,6,8,8,4,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4323,67,54,75,64,69,87,68,96,69,79,36,48,69,9,8,8,9,7,0,0,Visual-Spatial,Female,Education
STU4324,83,69,55,81,58,44,50,84,44,58,58,78,48,8,7,10,8,8,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU4325,44,91,81,93,94,70,67,51,83,46,55,78,69,3,10,6,3,7,1,1,Naturalistic,Male,Natural_Sciences
STU4326,74,76,62,84,76,59,73,41,66,87,85,71,86,5,7,3,8,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4327,36,75,49,55,94,82,76,58,57,94,50,93,89,4,9,9,8,5,1,0,Logical-Mathematical,Male,Computer_Science
STU4328,64,81,66,66,56,49,82,61,69,83,92,71,76,3,8,3,8,10,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU4329,62,85,63,87,88,66,71,59,73,100,69,86,83,9,9,7,5,5,1,0,Logical-Mathematical,Female,Computer_Science
STU4330,91,78,89,79,77,63,52,77,78,67,92,77,94,9,8,7,8,6,1,0,Naturalistic,Female,Natural_Sciences
STU4331,88,73,93,90,77,51,80,45,60,80,50,53,45,7,4,6,6,10,1,0,Naturalistic,Male,Medicine
STU4332,54,79,62,90,98,57,66,42,52,92,91,86,69,8,9,8,8,10,0,0,Visual-Spatial,Female,Engineering
STU4333,76,80,42,72,53,92,74,49,69,82,71,43,71,7,3,6,7,6,0,1,Interpersonal,Female,Business
STU4334,88,67,73,57,50,82,67,89,80,60,71,29,74,5,5,3,10,8,0,0,Verbal-Linguistic,Female,Education
STU4335,71,74,56,29,75,84,76,76,82,80,39,52,66,6,5,4,7,4,0,0,Interpersonal,Male,Business
STU4336,64,90,66,57,78,61,66,66,48,91,68,84,68,8,9,8,4,3,1,0,Logical-Mathematical,Female,Computer_Science
STU4337,78,76,54,60,50,80,87,66,92,96,51,42,100,7,8,4,8,7,0,0,Intrapersonal,Male,Social_Sciences
STU4338,69,86,70,78,67,80,43,73,74,84,81,67,73,5,7,8,8,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4339,70,68,53,64,64,99,74,58,50,73,54,44,72,9,7,6,8,8,0,1,Interpersonal,Female,Business
STU4340,64,86,78,78,95,71,82,54,78,99,82,83,47,9,7,8,5,10,1,0,Visual-Spatial,Female,Engineering
STU4341,91,54,72,60,72,49,61,92,48,60,60,35,56,8,5,9,4,8,1,1,Verbal-Linguistic,Male,Arts_Humanities
STU4342,77,87,64,63,88,60,64,45,54,91,67,65,76,4,9,9,7,6,0,0,Logical-Mathematical,Female,Computer_Science
STU4343,86,98,87,90,91,50,64,49,87,52,65,78,85,3,10,7,4,4,0,0,Visual-Spatial,Female,Natural_Sciences
STU4344,61,91,97,88,79,62,76,79,94,55,57,89,87,9,7,5,7,7,1,0,Interpersonal,Male,Natural_Sciences
STU4345,86,80,60,68,54,83,90,72,86,54,48,68,64,3,7,4,10,6,1,1,Intrapersonal,Male,Social_Sciences
STU4346,77,73,51,72,50,93,92,68,68,77,44,44,71,8,8,5,9,3,0,0,Interpersonal,Male,Business
STU4347,79,55,61,61,47,60,83,94,60,79,60,42,72,8,8,8,10,4,1,1,Bodily-Kinesthetic,Female,Law
STU4348,69,78,61,56,45,92,75,86,89,62,56,54,46,5,3,3,10,6,0,1,Intrapersonal,Female,Social_Sciences
STU4349,71,100,96,83,82,61,70,77,94,52,56,87,91,5,8,4,7,4,0,0,Naturalistic,Male,Natural_Sciences
STU4350,100,45,80,66,79,79,62,84,84,67,59,18,85,4,3,7,7,7,0,0,Verbal-Linguistic,Male,Education
STU4351,91,60,52,49,61,80,88,98,43,53,60,21,73,10,10,8,7,3,0,1,Verbal-Linguistic,Male,Law
STU4352,100,83,79,63,81,79,91,73,67,53,45,58,57,5,6,6,10,3,0,1,Intrapersonal,Female,Social_Sciences
STU4353,89,79,62,63,60,85,65,48,60,71,87,78,71,4,6,7,9,4,1,0,Interpersonal,Female,Business
STU4354,49,69,57,80,70,76,66,50,82,92,79,61,86,6,6,6,7,10,0,0,Naturalistic,Male,Technical_Vocational
STU4355,100,79,71,78,41,92,100,84,79,62,47,46,66,5,7,5,9,4,0,1,Intrapersonal,Female,Social_Sciences
STU4356,88,75,65,25,69,95,85,54,95,49,62,56,62,9,5,7,8,3,0,0,Intrapersonal,Male,Social_Sciences
STU4357,64,74,92,97,68,56,76,58,69,49,43,49,81,7,4,8,6,7,1,0,Naturalistic,Male,Medicine
STU4358,93,65,62,36,69,83,78,79,88,81,51,47,76,8,7,4,7,6,0,1,Verbal-Linguistic,Female,Education
STU4359,96,59,71,75,75,86,97,70,88,68,58,48,72,5,8,5,10,4,0,1,Intrapersonal,Male,Social_Sciences
STU4360,54,78,70,85,85,73,76,55,66,85,91,89,59,7,10,3,4,8,1,1,Logical-Mathematical,Male,Engineering
STU4361,49,97,65,75,82,60,70,56,53,85,54,83,89,9,10,9,7,5,0,0,Logical-Mathematical,Male,Computer_Science
STU4362,86,51,63,65,61,86,90,63,81,60,19,78,59,9,3,4,7,5,0,1,Intrapersonal,Female,Social_Sciences
STU4363,91,43,81,45,67,73,95,90,80,77,42,41,72,8,8,5,10,4,0,1,Verbal-Linguistic,Female,Law
STU4364,91,88,42,50,82,71,69,88,81,87,65,39,58,9,8,9,3,5,0,0,Verbal-Linguistic,Female,Arts_Humanities
STU4365,70,87,79,96,73,59,74,62,57,76,52,72,58,7,3,8,8,7,1,0,Naturalistic,Male,Medicine
STU4366,100,96,64,68,61,75,65,83,88,61,64,11,76,9,6,6,8,8,0,0,Naturalistic,Male,Education
STU4367,77,82,66,62,82,87,75,59,67,100,55,81,62,8,9,7,3,6,0,0,Logical-Mathematical,Male,Computer_Science
STU4368,82,59,47,64,65,58,60,92,82,69,53,55,72,8,8,10,4,8,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4369,56,86,82,87,84,59,59,60,55,87,90,72,52,9,10,5,7,8,1,0,Visual-Spatial,Male,Engineering
STU4370,65,93,72,89,82,62,59,72,65,94,93,86,85,9,8,5,6,7,1,0,Visual-Spatial,Female,Engineering
STU4371,81,81,72,77,95,68,37,45,51,92,85,70,57,8,8,5,7,10,1,0,Visual-Spatial,Female,Engineering
STU4372,63,66,64,62,40,84,68,52,97,81,60,37,52,5,6,7,7,6,0,1,Visual-Spatial,Male,Business
STU4373,72,89,71,65,80,47,65,69,67,100,68,99,44,3,8,7,7,3,1,1,Logical-Mathematical,Female,Computer_Science
STU4374,77,93,47,57,63,95,81,56,87,79,50,25,74,7,5,3,10,3,0,1,Interpersonal,Male,Business
STU4375,83,78,65,57,68,66,71,90,60,45,53,49,89,4,4,8,6,7,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4376,91,52,78,67,52,83,64,100,78,59,41,32,66,5,7,10,7,3,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4377,73,82,82,71,73,88,79,55,57,79,44,40,63,6,3,3,10,6,0,0,Visual-Spatial,Male,Business
STU4378,50,78,91,94,80,76,57,60,94,79,64,76,65,9,10,8,4,3,1,0,Naturalistic,Female,Natural_Sciences
STU4379,67,97,65,96,99,69,51,69,61,92,91,84,54,10,10,8,8,7,1,0,Visual-Spatial,Male,Engineering
STU4380,74,74,60,63,43,63,62,85,58,52,53,49,80,9,5,8,6,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4381,63,93,57,54,81,54,67,56,70,97,84,80,46,9,7,9,7,3,1,1,Logical-Mathematical,Male,Computer_Science
STU4382,52,94,75,71,98,69,68,65,64,87,74,82,74,6,10,8,6,6,1,0,Logical-Mathematical,Male,Computer_Science
STU4383,85,57,99,50,65,94,84,70,83,53,38,46,50,5,6,8,9,3,0,0,Intrapersonal,Female,Social_Sciences
STU4384,98,68,51,64,34,88,85,70,85,62,45,42,77,4,8,6,10,4,0,1,Intrapersonal,Male,Social_Sciences
STU4385,60,78,85,92,100,71,39,77,99,58,64,89,100,5,9,3,6,5,1,0,Visual-Spatial,Female,Natural_Sciences
STU4386,83,64,68,63,61,91,90,78,91,63,67,75,67,5,8,4,10,3,0,1,Intrapersonal,Female,Social_Sciences
STU4387,78,89,68,62,63,69,60,36,72,72,81,71,93,6,6,3,4,7,1,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU4388,67,95,80,58,89,56,73,56,66,84,44,85,80,9,10,7,6,8,1,0,Logical-Mathematical,Female,Computer_Science
STU4389,64,100,69,39,100,66,70,64,61,93,66,91,65,7,9,10,6,3,0,0,Intrapersonal,Male,Computer_Science
STU4390,74,85,39,53,98,53,62,82,74,91,55,82,68,3,7,10,5,6,0,0,Logical-Mathematical,Male,Computer_Science
STU4391,54,88,90,86,84,76,51,59,76,97,87,85,60,9,10,3,3,10,1,1,Visual-Spatial,Female,Engineering
STU4392,90,48,52,53,28,91,80,70,78,57,45,40,78,5,5,4,9,4,0,0,Intrapersonal,Female,Social_Sciences
STU4393,93,50,72,67,55,77,77,91,60,90,52,32,84,5,3,4,9,8,0,1,Naturalistic,Female,Education
STU4394,59,82,63,44,84,68,51,70,54,91,67,95,55,8,9,9,5,8,1,0,Logical-Mathematical,Male,Computer_Science
STU4395,55,82,62,90,82,53,76,51,64,83,88,72,80,5,7,5,7,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4396,86,89,90,76,95,45,81,59,72,65,83,90,85,3,10,8,7,4,1,0,Naturalistic,Female,Natural_Sciences
STU4397,67,75,97,88,93,82,56,45,50,71,54,44,53,8,8,5,4,10,1,0,Naturalistic,Male,Medicine
STU4398,60,80,39,66,90,57,43,52,71,100,76,99,81,7,8,10,7,7,0,0,Logical-Mathematical,Female,Computer_Science
STU4399,66,90,76,94,95,53,58,47,85,86,83,90,56,10,10,6,3,7,1,0,Visual-Spatial,Male,Engineering
STU4400,62,87,81,75,79,81,46,52,65,94,79,77,62,8,8,5,6,9,1,0,Visual-Spatial,Male,Engineering
STU4401,78,94,74,99,86,59,72,57,84,100,77,81,73,9,9,6,5,7,0,0,Logical-Mathematical,Female,Engineering
STU4402,74,72,53,79,60,75,56,86,61,47,33,54,69,5,7,7,5,3,0,0,Verbal-Linguistic,Female,Arts_Humanities
STU4403,76,72,97,82,77,69,45,83,60,58,52,67,85,9,7,4,4,8,0,0,Naturalistic,Male,Medicine
STU4404,78,64,52,56,93,84,73,72,70,57,50,54,60,8,5,4,10,4,0,0,Visual-Spatial,Female,Business
STU4405,49,59,72,100,87,72,48,65,63,92,100,71,84,7,5,5,8,8,1,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU4406,87,70,82,84,63,68,81,87,78,70,59,27,72,5,8,5,10,3,1,1,Verbal-Linguistic,Male,Education
STU4407,70,92,61,71,84,50,55,48,71,76,75,59,98,9,7,5,8,10,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU4408,55,86,61,88,94,38,63,60,53,92,83,88,70,10,8,7,6,9,1,0,Visual-Spatial,Female,Engineering
STU4409,65,74,43,72,62,92,89,74,65,76,61,75,58,5,8,7,9,6,0,0,Interpersonal,Male,Business
STU4410,80,56,55,54,42,94,100,73,94,69,43,30,26,7,3,5,7,8,1,1,Naturalistic,Male,Social_Sciences
STU4411,71,97,71,69,90,65,46,65,76,95,61,83,67,7,9,7,6,4,1,1,Logical-Mathematical,Female,Computer_Science
STU4412,77,93,56,54,81,66,62,44,62,91,72,84,58,9,7,8,7,3,1,0,Logical-Mathematical,Male,Computer_Science
STU4413,100,82,67,66,53,66,77,88,67,76,60,16,87,6,6,5,9,6,0,0,Verbal-Linguistic,Female,Education
STU4414,92,65,74,55,57,78,96,85,63,64,64,54,81,3,8,7,8,6,0,0,Verbal-Linguistic,Female,Education
STU4415,69,80,59,49,72,97,79,35,58,71,53,81,68,4,5,3,10,6,0,1,Interpersonal,Male,Business
STU4416,77,62,61,63,63,94,60,93,77,54,72,65,58,8,6,7,3,7,1,1,Verbal-Linguistic,Female,Arts_Humanities
STU4417,59,84,91,47,40,100,70,71,73,76,49,73,66,9,7,4,10,3,0,0,Interpersonal,Male,Business
STU4418,85,79,75,67,84,71,57,68,59,90,90,87,73,9,9,9,8,5,1,0,Logical-Mathematical,Female,Computer_Science
STU4419,73,64,65,59,73,91,85,40,57,79,64,21,71,7,5,8,7,4,0,0,Interpersonal,Male,Business
STU4420,60,76,71,72,100,73,70,58,57,87,87,83,80,7,9,6,8,8,1,0,Visual-Spatial,Male,Engineering
STU4421,74,92,66,65,88,77,61,49,68,85,68,86,50,6,9,7,5,6,1,0,Logical-Mathematical,Female,Computer_Science
STU4422,100,77,64,63,67,42,55,52,68,80,99,59,79,8,6,4,7,7,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4423,92,52,52,33,75,82,81,88,89,45,60,37,47,7,4,3,9,5,1,0,Intrapersonal,Female,Social_Sciences
STU4424,87,56,60,61,54,73,93,85,67,68,42,43,66,7,10,8,9,6,1,1,Verbal-Linguistic,Female,Law
STU4425,71,88,89,83,80,35,74,74,87,56,41,66,74,7,3,6,7,9,1,0,Naturalistic,Female,Medicine
STU4426,52,81,73,63,69,80,76,30,85,87,53,51,57,9,4,6,7,7,0,0,Visual-Spatial,Male,Business
STU4427,73,69,80,89,59,57,75,46,56,91,69,59,67,8,6,7,5,7,1,0,Naturalistic,Male,Medicine
STU4428,70,96,74,66,89,70,68,64,78,84,64,81,94,7,9,7,3,3,0,0,Logical-Mathematical,Male,Computer_Science
STU4429,49,97,80,89,81,73,71,58,65,91,90,81,57,8,8,8,7,10,1,0,Visual-Spatial,Female,Engineering
STU4430,77,81,82,50,57,86,74,100,55,62,79,65,64,10,8,7,8,8,0,1,Verbal-Linguistic,Female,Law
STU4431,86,66,71,45,44,77,86,92,72,88,47,27,79,6,3,4,9,3,0,0,Verbal-Linguistic,Female,Education
STU4432,65,64,46,50,49,94,80,71,84,54,78,67,70,9,6,8,7,5,1,1,Intrapersonal,Female,Social_Sciences
STU4433,83,56,58,63,58,67,50,100,57,74,44,51,55,5,6,9,7,5,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4434,40,77,60,92,88,61,52,68,68,90,95,74,75,7,3,3,7,10,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4435,44,91,47,45,94,47,58,59,63,90,76,80,67,9,8,9,8,8,0,0,Logical-Mathematical,Female,Computer_Science
STU4436,70,77,97,70,80,67,67,58,55,43,57,85,51,7,6,6,5,8,0,0,Naturalistic,Male,Medicine
STU4437,88,78,71,61,66,99,70,80,82,74,62,72,78,6,6,6,9,3,0,0,Intrapersonal,Male,Business
STU4438,86,57,59,58,67,75,82,85,63,77,38,31,85,10,8,3,7,7,1,1,Verbal-Linguistic,Female,Law
STU4439,65,73,44,70,73,60,84,60,84,67,90,74,90,3,6,6,3,10,0,1,Bodily-Kinesthetic,Female,Technical_Vocational
STU4440,87,86,82,83,89,62,57,54,59,47,30,72,78,10,7,8,6,7,1,0,Naturalistic,Female,Medicine
STU4441,71,93,77,84,93,57,81,55,73,40,63,88,80,7,8,8,5,6,1,0,Naturalistic,Female,Natural_Sciences
STU4442,54,77,92,88,78,75,50,78,72,44,68,79,95,8,9,4,3,5,1,0,Naturalistic,Female,Natural_Sciences
STU4443,59,83,82,90,48,59,65,76,94,67,52,64,86,8,7,7,6,10,1,0,Naturalistic,Female,Medicine
STU4444,77,73,69,66,73,84,82,57,64,81,47,57,46,9,3,4,10,7,1,1,Interpersonal,Female,Business
STU4445,73,69,55,50,52,82,59,85,57,84,52,32,66,5,7,6,7,4,1,0,Interpersonal,Female,Business
STU4446,63,86,50,95,73,51,47,53,76,68,82,78,90,5,7,3,8,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4447,55,92,75,100,88,63,65,66,69,98,87,90,55,8,8,5,8,8,0,0,Visual-Spatial,Female,Engineering
STU4448,74,57,75,69,76,71,85,89,51,67,59,33,68,9,9,7,8,8,1,1,Visual-Spatial,Female,Law
STU4449,78,71,58,56,55,85,87,51,56,82,71,57,95,4,4,4,7,4,0,0,Interpersonal,Female,Business
STU4450,84,92,49,83,50,69,91,83,70,86,88,43,61,9,7,8,10,3,0,1,Verbal-Linguistic,Female,Law
STU4451,79,68,69,46,61,91,59,50,58,72,49,57,57,9,3,5,8,4,0,0,Interpersonal,Female,Business
STU4452,82,73,72,66,40,99,90,80,87,52,48,44,82,4,6,3,9,3,0,0,Intrapersonal,Male,Social_Sciences
STU4453,55,82,86,82,84,63,79,63,82,74,60,76,79,5,8,3,8,4,1,0,Naturalistic,Male,Natural_Sciences
STU4454,75,88,83,88,73,73,50,58,99,63,65,91,90,7,9,7,5,3,0,0,Naturalistic,Female,Natural_Sciences
STU4455,74,90,92,75,92,71,64,57,93,76,73,88,86,7,7,6,7,7,1,0,Naturalistic,Male,Natural_Sciences
STU4456,71,91,70,77,86,57,68,64,70,96,79,84,64,9,10,7,7,6,1,0,Logical-Mathematical,Male,Computer_Science
STU4457,90,58,97,66,58,70,86,91,70,73,66,30,80,5,7,8,7,3,0,0,Verbal-Linguistic,Male,Education
STU4458,75,78,77,89,90,71,90,68,60,97,81,80,65,7,7,5,3,8,1,0,Visual-Spatial,Female,Engineering
STU4459,64,79,69,37,59,97,94,56,75,86,67,50,59,9,8,3,8,4,0,0,Interpersonal,Female,Business
STU4460,94,63,78,73,47,80,92,77,77,68,72,33,58,8,5,6,7,8,0,1,Intrapersonal,Male,Social_Sciences
STU4461,74,68,59,57,59,87,86,52,58,69,48,44,57,6,4,3,8,3,0,0,Interpersonal,Female,Business
STU4462,83,57,51,68,43,60,67,88,76,50,76,53,79,5,8,8,6,6,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4463,73,74,64,87,88,90,69,51,78,94,90,81,72,4,6,8,6,7,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU4464,29,81,81,86,81,50,59,55,56,100,86,83,50,10,9,8,8,10,0,0,Visual-Spatial,Female,Engineering
STU4465,100,67,87,37,44,79,78,90,83,65,51,66,71,3,5,7,7,5,1,0,Verbal-Linguistic,Male,Education
STU4466,64,74,37,78,52,91,65,49,80,77,32,31,65,5,5,8,9,7,0,0,Interpersonal,Male,Business
STU4467,46,86,67,90,90,49,88,40,65,90,92,81,73,7,10,6,6,9,0,0,Visual-Spatial,Female,Engineering
STU4468,66,92,94,87,97,57,80,55,58,89,84,98,63,10,7,7,3,10,0,1,Visual-Spatial,Male,Engineering
STU4469,78,96,62,69,70,61,77,49,74,78,95,67,87,8,7,6,4,8,0,0,Bodily-Kinesthetic,Female,Technical_Vocational
STU4470,72,84,92,97,78,57,73,73,95,72,58,94,90,8,9,3,5,7,1,0,Naturalistic,Male,Natural_Sciences
STU4471,78,70,77,61,76,57,63,50,77,79,77,72,88,6,8,6,8,8,0,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU4472,48,89,64,82,64,73,63,45,91,71,86,84,84,7,4,7,4,9,0,0,Bodily-Kinesthetic,Male,Technical_Vocational
STU4473,60,88,84,85,84,68,75,71,60,98,76,80,79,9,7,7,3,7,1,0,Visual-Spatial,Male,Engineering
STU4474,84,92,35,69,57,85,77,54,68,84,48,43,71,9,7,6,7,8,0,0,Interpersonal,Female,Business
STU4475,84,86,87,33,45,78,90,92,75,92,52,50,73,5,6,4,8,8,0,0,Verbal-Linguistic,Male,Education
STU4476,85,72,55,64,64,62,77,83,60,47,72,53,84,4,5,9,5,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4477,76,55,37,76,81,90,90,37,66,82,42,63,46,8,7,4,8,5,0,0,Visual-Spatial,Male,Business
STU4478,78,70,66,45,57,79,61,45,54,66,39,50,91,5,7,8,9,4,0,0,Interpersonal,Male,Business
STU4479,87,63,63,73,40,75,85,75,77,61,35,74,63,4,8,3,10,5,0,1,Intrapersonal,Male,Social_Sciences
STU4480,92,82,59,41,71,90,96,100,92,56,33,58,58,9,6,8,10,6,0,1,Intrapersonal,Female,Social_Sciences
STU4481,81,82,92,78,84,74,64,59,70,89,82,67,72,7,8,3,7,9,1,0,Visual-Spatial,Female,Engineering
STU4482,78,55,66,68,47,68,60,90,70,75,86,40,50,4,6,10,6,6,0,1,Bodily-Kinesthetic,Male,Arts_Humanities
STU4483,89,62,77,58,50,72,81,80,88,51,72,36,60,9,5,7,9,4,0,1,Intrapersonal,Male,Social_Sciences
STU4484,84,55,72,76,60,82,82,76,78,58,50,50,65,4,6,5,7,3,1,1,Intrapersonal,Male,Social_Sciences
STU4485,65,100,76,90,90,61,71,71,68,82,97,91,67,7,7,8,6,9,1,0,Visual-Spatial,Female,Engineering
STU4486,77,86,92,71,84,80,83,84,65,59,65,43,61,9,7,6,7,8,0,0,Verbal-Linguistic,Male,Law
STU4487,63,89,56,62,79,77,61,65,66,86,60,92,48,8,10,9,8,6,1,0,Logical-Mathematical,Male,Computer_Science
STU4488,74,81,48,51,60,95,81,36,55,77,69,38,56,3,3,6,8,6,0,1,Interpersonal,Male,Business
STU4489,78,45,79,67,64,77,81,86,61,49,40,39,62,10,7,3,10,8,0,1,Verbal-Linguistic,Female,Law
STU4490,84,51,87,61,56,79,100,76,85,46,75,53,68,5,5,6,8,7,0,1,Intrapersonal,Female,Social_Sciences
STU4491,78,96,93,87,92,62,46,53,56,63,50,63,68,7,6,6,7,9,1,0,Naturalistic,Male,Medicine
STU4492,90,85,72,69,48,74,90,77,77,86,63,55,57,5,6,6,9,8,0,0,Verbal-Linguistic,Male,Education
STU4493,82,67,58,66,45,80,93,64,82,59,48,47,87,8,5,6,9,5,0,0,Naturalistic,Female,Social_Sciences
STU4494,86,61,72,53,64,76,84,87,55,56,50,59,56,9,10,4,8,6,0,1,Verbal-Linguistic,Male,Law
STU4495,86,70,72,63,76,56,90,92,67,49,42,36,51,10,9,6,8,3,0,1,Intrapersonal,Female,Law
STU4496,86,33,57,55,71,92,92,74,92,79,59,45,57,8,8,4,9,4,0,1,Visual-Spatial,Male,Social_Sciences
STU4497,84,67,87,61,56,77,73,81,52,43,53,66,61,9,8,8,7,4,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4498,78,79,75,97,89,46,71,48,56,94,88,85,65,8,7,3,3,7,0,0,Visual-Spatial,Female,Engineering
STU4499,87,70,78,92,70,79,73,75,62,67,46,72,52,7,3,3,3,9,1,1,Naturalistic,Female,Medicine
STU4500,74,67,67,44,50,93,73,62,53,88,63,22,68,9,5,6,10,8,0,0,Interpersonal,Male,Business
STU4501,83,57,75,67,39,91,91,78,95,71,47,44,44,4,4,4,10,3,0,1,Intrapersonal,Male,Social_Sciences
STU4502,74,64,42,71,63,58,71,87,52,51,64,28,63,5,7,7,5,5,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4503,100,75,87,82,59,42,69,70,62,62,55,77,66,8,4,8,5,7,1,0,Naturalistic,Female,Medicine
STU4504,79,88,45,72,94,43,59,67,57,89,76,83,57,3,7,9,4,7,1,0,Logical-Mathematical,Male,Computer_Science
STU4505,90,75,73,58,64,61,74,88,69,72,51,56,52,3,7,8,8,8,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4506,65,82,98,97,81,67,63,67,77,65,39,80,91,10,3,6,4,8,1,0,Naturalistic,Male,Medicine
STU4507,78,53,60,66,42,69,88,86,54,56,49,70,58,9,7,8,7,7,0,1,Verbal-Linguistic,Male,Law
STU4508,56,95,46,67,89,61,64,53,54,98,67,73,49,3,9,7,3,4,1,0,Logical-Mathematical,Female,Computer_Science
STU4509,70,68,57,32,46,98,77,80,75,65,52,65,88,9,4,3,8,6,0,1,Intrapersonal,Female,Social_Sciences
STU4510,74,79,71,81,63,49,66,36,65,86,76,80,68,3,5,7,6,10,0,1,Bodily-Kinesthetic,Male,Technical_Vocational
STU4511,55,87,53,89,87,63,53,75,78,90,90,87,66,7,9,4,4,7,1,0,Visual-Spatial,Female,Engineering
STU4512,80,34,79,75,59,66,76,87,62,73,33,39,86,6,6,8,3,5,0,1,Verbal-Linguistic,Female,Arts_Humanities
STU4513,61,83,78,54,91,72,75,45,67,92,65,91,67,8,9,8,4,5,0,0,Logical-Mathematical,Male,Computer_Science
STU4514,90,52,69,57,43,78,81,87,76,60,46,46,77,9,5,8,9,6,0,0,Naturalistic,Male,Education
STU4515,93,57,58,59,65,93,78,76,84,67,51,37,54,4,7,7,9,7,0,0,Intrapersonal,Male,Social_Sciences
STU4516,75,76,68,60,66,89,71,77,39,72,56,63,73,9,5,8,10,8,0,0,Interpersonal,Male,Business
STU4517,78,66,53,72,28,63,65,86,91,57,62,37,64,3,4,10,6,6,0,1,Verbal-Linguistic,Male,Arts_Humanities
STU4518,77,83,84,90,84,74,56,67,77,67,60,79,86,8,8,4,4,4,1,1,Bodily-Kinesthetic,Male,Natural_Sciences
STU4519,76,81,89,81,88,74,71,77,56,85,82,78,74,10,10,4,6,9,1,0,Visual-Spatial,Female,Engineering
STU4520,61,85,50,79,92,61,73,65,58,90,80,74,58,5,9,8,5,5,1,0,Logical-Mathematical,Female,Computer_Science
STU4521,58,95,91,87,85,86,78,53,100,48,67,64,76,3,10,7,5,5,1,0,Naturalistic,Male,Natural_Sciences
STU4522,76,65,66,56,67,88,88,65,98,68,46,56,60,4,6,7,9,6,0,1,Intrapersonal,Male,Social_Sciences
STU4523,82,87,95,89,75,66,71,47,86,49,66,82,100,5,7,6,3,6,1,0,Naturalistic,Female,Natural_Sciences
STU4524,81,45,62,54,62,89,82,84,83,64,50,56,66,8,6,5,10,7,0,1,Intrapersonal,Male,Social_Sciences
